trade_id,region1,region2,industry1,industry2,amount
9967,JP,JP,MOTO1,MOTO1,132199.27
7297,JP,JP,HEALT,HEALT,75753.63
692,JP,JP,BASIC,BASIC,54313.13
5332,JP,JP,FABRI,CONST,36055.83
714,JP,JP,BASIC,CONST,28773.19
17713,JP,JP,WHOLE,WHOLE,27997.68
17595,JP,JP,WHOLE,CONST,27180.91
12575,JP,JP,PLAST,RUBBE,27006.22
12705,JP,JP,POSTT,POSTT,25609.02
5582,JP,JP,FINAN,REALE,25470.73
7260,JP,JP,HEALT,CHEM1,23114.14
9118,JP,JP,MACHI,MACHI,21286.74
2902,JP,JP,CONST,REALE,21276.84
14656,JP,JP,RETA1,HOTEL,20809.46
14646,JP,JP,RETA1,FOOD5,20680.84
17620,JP,JP,WHOLE,FOOD5,19673.97
17624,JP,JP,WHOLE,FURNI,18645.88
10711,JP,JP,NONME,CONST,18372.05
7361,JP,JP,HEALT,RESEA,18160.25
4244,JP,JP,ELEC2,ELEC2,17994.60
7351,JP,JP,HEALT,PUBLI,16874.73
733,JP,JP,BASIC,FABRI,16204.43
13098,JP,JP,PRINT,PRINT,15394.00
14033,JP,JP,REALE,RETA1,15201.02
17690,JP,JP,WHOLE,RETA1,15110.61
1419,JP,JP,BUSIN,CONST,14138.41
6280,JP,JP,FOOD5,FOOD5,14040.24
760,JP,JP,BASIC,MACHI,13659.68
17642,JP,JP,WHOLE,MACHI,13612.42
7362,JP,JP,HEALT,RETA1,13036.69
1406,JP,JP,BUSIN,BUSIN,12856.18
7302,JP,JP,HEALT,INSUR,12735.01
11379,JP,JP,PADDY,PROCE,12527.11
6290,JP,JP,FOOD5,HOTEL,12442.48
1518,JP,JP,BUSIN,RETA1,11770.82
17574,JP,JP,WHOLE,BASIC,11638.15
881,JP,JP,BEVER,HOTEL,11271.66
17630,JP,JP,WHOLE,HOTEL,10787.01
14620,JP,JP,RETA1,CONST,10502.87
17991,JP,JP,WOODW,CONST,10155.46
7387,JP,JP,HEALT,WHOLE,9887.90
18111,JP,JP,WOODW,WOODW,9727.11
17650,JP,JP,WHOLE,MOTO1,9601.00
14909,JP,JP,RUBBE,CONST,9432.63
11770,JP,JP,PAPER,PAPER,9292.02
14027,JP,JP,REALE,REALE,9137.66
14310,JP,JP,RENTI,CONST,8714.74
13587,JP,JP,RADIO,OFFIC,8645.26
7254,JP,JP,HEALT,BUSIN,8639.59
1544,JP,JP,BUSIN,WHOLE,8477.03
768,JP,JP,BASIC,MOTO1,8183.64
2653,JP,JP,COMPU,COMPU,8033.85
591,JP,JP,AUXIL,INSUR,8033.23
7267,JP,JP,HEALT,CONST,7746.66
11782,JP,JP,PAPER,PRINT,7705.87
17628,JP,JP,WHOLE,HEALT,7673.54
9087,JP,JP,MACHI,ELECT,7443.69
14654,JP,JP,RETA1,HEALT,7411.60
13608,JP,JP,RADIO,RADIO,7247.97
6325,JP,JP,FOOD5,PFERT,7195.47
7271,JP,JP,HEALT,DIST1,7173.03
6728,JP,JP,FOUND,MOTO1,7126.13
3378,JP,JP,DIST1,DIST1,6921.58
4091,JP,JP,ELEC1,ELEC1,6917.32
17613,JP,JP,WHOLE,FABRI,6903.38
9126,JP,JP,MACHI,MOTO1,6901.44
6809,JP,JP,FURNI,CONST,6848.64
15120,JP,JP,SALEM,MOTO1,6731.15
17677,JP,JP,WHOLE,PRINT,6714.15
18017,JP,JP,WOODW,FURNI,6686.90
5508,JP,JP,FINAN,FINAN,6684.48
7357,JP,JP,HEALT,RECRE,6535.12
1507,JP,JP,BUSIN,PUBLI,6450.89
7266,JP,JP,HEALT,COMPU,6407.77
10014,JP,JP,MOTO1,SALEM,6400.09
14720,JP,JP,RETA1,RETA1,6076.95
1517,JP,JP,BUSIN,RESEA,5994.56
14173,JP,JP,RECRE,RECRE,5910.19
14965,JP,JP,RUBBE,MOTO1,5900.25
1512,JP,JP,BUSIN,REALE,5820.22
5388,JP,JP,FABRI,MOTO1,5753.55
743,JP,JP,BASIC,FURNI,5753.50
17588,JP,JP,WHOLE,CHEM1,5696.01
8451,JP,JP,LANDT,CONST,5673.24
